,Candidate Id,Candidate Name,Candidate Office,Candidate Office State,Candidate Office District,Candidate Party Affiliation,Candidate Incumbent Challenger Open Seat,Net Contribution,Net Operating Expenditure,Winner_binary,Cash on Hand Beginning of Period,Cash on Hand Close of Period,Individual Itemized Contribution,Individual Unitemized Contribution,Individual Contribution,Electorate,rank_netExpenditure,rank_UnItemizedContribution,rank_ItemizedContribution
706,H6IL13121,"WICKLUND, MARK DAVID",H,IL,13.0,DEM,CHALLENGER,26014.12,23337.01,0,0.0,1752.11,2753.0,5566.19,8319.19,IL-13.0,3.0,3.0,3.0
1088,H6IL13139,"VANDERSAND, ETHAN",H,IL,13.0,REP,CHALLENGER,19873.62,19873.62,0,0.0,0.0,1470.0,515.51,1985.51,IL-13.0,4.0,4.0,4.0
146,H0IL14080,"HULTGREN, RANDY",H,IL,14.0,REP,INCUMBENT,1139766.15,679237.91,1,280861.67,403865.78,268811.12,28209.61,297020.73,IL-14.0,1.0,1.0,1.0
697,H6IL14129,"WALZ, JIM",H,IL,14.0,DEM,CHALLENGER,17846.0,17363.45,0,0.0,1482.55,10405.0,8171.0,18576.0,IL-14.0,2.0,2.0,2.0
1306,H2IL20042,"SHIMKUS, JOHN M",H,IL,15.0,REP,INCUMBENT,3039520.64,2752128.96,1,1026835.91,805466.04,573930.68,90698.38,664629.06,IL-15.0,1.0,1.0,1.0
879,H6IL15084,"MCCARTER, KYLE",H,IL,15.0,REP,CHALLENGER,253122.65,404977.07,0,0.0,4145.58,301021.93,30700.0,331721.93,IL-15.0,2.0,2.0,2.0
1285,H0IL11052,"KINZINGER, ADAM",H,IL,16.0,REP,INCUMBENT,1727260.85,774823.2,1,666639.6,1489092.91,533198.09,68180.76,601378.85,IL-16.0,1.0,1.0,1.0
253,H2IL17071,"BUSTOS, CHERI",H,IL,17.0,DEM,INCUMBENT,3242541.34,1259742.57,1,135107.63,1798340.81,1312542.57,633281.5,1945824.07,IL-17.0,1.0,1.0,1.0
19,H6IL18088,"LAHOOD, DARIN MCKAY",H,IL,18.0,REP,INCUMBENT,2424378.83,1941921.99,1,0.0,460882.83,1230616.43,155507.9,1386124.33,IL-18.0,1.0,1.0,1.0
1490,H6IL18104,"FLYNN, MICHAEL",H,IL,18.0,REP,OPEN,173899.35,173592.97,0,0.0,306.38,59371.67,88190.32,147561.99,IL-18.0,2.0,2.0,2.0
919,H6IL18161,"RODRIGUEZ, JUNIUS",H,IL,18.0,DEM,CHALLENGER,51427.91,42297.76,0,0.0,9130.15,13102.0,11991.8,25093.8,IL-18.0,3.0,3.0,5.0
1782,H4IL18109,"MELLON, ROB",H,IL,18.0,DEM,OPEN,21538.0,19007.0,0,0.0,1265.5,20938.0,600.0,21538.0,IL-18.0,4.5,5.5,3.5
1783,H6IL18153,"MELLON, ROBERT",H,IL,18.0,DEM,OPEN,21538.0,19007.0,0,0.0,1265.5,20938.0,600.0,21538.0,IL-18.0,4.5,5.5,3.5
1324,H6IL18120,"LOPEZ, ADAM",H,IL,18.0,DEM,OPEN,13233.02,11658.02,0,0.0,0.0,5374.02,5059.0,10433.02,IL-18.0,6.0,4.0,6.0
1571,H6IL18138,"RIENTS, DONALD RAY",H,IL,18.0,REP,OPEN,7052.98,6871.41,0,0.0,181.57,950.0,275.0,1225.0,IL-18.0,7.0,7.0,7.0
1309,H4IN01012,"VISCLOSKY, PETER J.",H,IN,1.0,DEM,INCUMBENT,908587.36,581809.79,1,260968.6,336490.8,292359.18,1.9,292361.08,IN-1.0,1.0,1.0,1.0
273,H0IN02190,"WALORSKI SWIHART, JACKIE",H,IN,2.0,REP,INCUMBENT,1772045.98,1641565.77,1,238479.41,312741.1,849541.89,90199.4,939741.29,IN-2.0,1.0,2.0,1.0
460,H6IN02155,"COLEMAN, LYNN CARNELL",H,IN,2.0,DEM,CHALLENGER,524193.27,445335.77,0,0.0,69357.5,281815.9,93485.21,375301.11,IN-2.0,2.0,1.0,2.0
136,H6IN03229,"BANKS, JAMES E",H,IN,3.0,REP,OPEN,1581125.05,1268380.07,1,0.0,219244.98,825845.06,491905.12,1317750.18,IN-3.0,1.0,1.0,1.0
1695,H6IN03252,"TOM, KIP E",H,IN,3.0,REP,OPEN,815812.0,955064.39,0,0.0,0.0,695122.0,35790.0,730912.0,IN-3.0,2.0,2.0,2.0
1625,H6IN03211,"GALLOWAY, PAMELA GAIL",H,IN,3.0,REP,OPEN,133203.74,382524.49,0,0.0,0.0,100781.45,6020.68,106802.13,IN-3.0,3.0,4.0,4.0
1328,H6IN03237,"BROWN, LIZ",H,IN,3.0,REP,OPEN,279460.88,378420.85,0,0.0,0.0,199068.0,7945.0,207013.0,IN-3.0,4.0,3.0,3.0
1550,H6IN03245,"NIGHTENHELSER, TODD ALAN",H,IN,3.0,DEM,OPEN,2344.18,715.83,0,0.0,9.58,275.99,1623.19,1899.18,IN-3.0,5.0,5.0,5.0
170,H0IN04170,"ROKITA, THEODORE EDWARD",H,IN,4.0,REP,INCUMBENT,1286309.51,750018.61,1,1053021.35,1300912.95,790600.82,21687.0,812287.82,IN-4.0,1.0,1.0,1.0
568,H6IN04169,"MAYORAS, STEVEN MICHAEL",H,IN,4.0,LIB,CHALLENGER,1907.49,1797.37,0,0.0,110.12,1000.0,356.0,1356.0,IN-4.0,2.0,2.0,2.0
63,H2IN05082,"BROOKS, SUSAN MRS.",H,IN,5.0,REP,INCUMBENT,1512519.46,810743.59,1,846661.03,1373773.39,650111.25,37112.17,687223.42,IN-5.0,1.0,2.0,1.0
476,H6IN05216,"DEMAREE, ANGELA JO",H,IN,5.0,DEM,CHALLENGER,145409.72,74098.11,0,0.0,71345.28,65049.8,39480.04,104529.84,IN-5.0,2.0,1.0,2.0
715,H6IN05257,"WITTLIEF, MATTHEW",H,IN,5.0,LIB,CHALLENGER,6389.84,4599.81,0,0.0,1790.03,2099.83,3540.0,5639.83,IN-5.0,3.0,3.0,3.0
1033,H4IN05112,"DAVIDSON, ALLEN RAY",H,IN,5.0,DEM,CHALLENGER,629.97,1889.09,0,0.0,0.0,0.0,0.0,0.0,IN-5.0,4.0,4.0,4.0
120,H0IN02125,"MESSER, ALLEN LUCAS",H,IN,6.0,REP,INCUMBENT,1606836.78,850117.48,1,461480.82,815023.11,551644.35,48017.24,599661.59,IN-6.0,1.0,1.0,1.0
963,H6IN06206,"WELSH, BARRY",H,IN,6.0,DEM,CHALLENGER,4184.01,5253.69,0,1209.7,140.02,318.01,367.0,685.01,IN-6.0,2.0,2.0,2.0
286,H8IN07184,"CARSON, ANDRE",H,IN,7.0,DEM,INCUMBENT,1031034.92,582839.19,1,685209.7,1080263.2,428933.67,40637.69,469571.36,IN-7.0,1.0,1.0,1.0
682,H6IN07386,"THOMPSON, ANDREW",H,IN,7.0,LIB,CHALLENGER,10772.5,17433.2,0,3034.41,2545.75,8736.24,1985.26,10721.5,IN-7.0,2.0,2.0,2.0
620,H8IN07259,"PING, CATHERINE LOUISE CAT""""",H,IN,7.0,REP,CHALLENGER,4760.0,5072.0,0,2531.0,2217.0,3000.0,760.0,3760.0,IN-7.0,3.0,4.0,3.0
886,H2IN07096,"MINIEAR, J D",H,IN,7.0,REP,CHALLENGER,2069.0,3758.0,0,0.0,0.0,550.0,1519.0,2069.0,IN-7.0,4.0,3.0,5.0
1144,H8IN07150,"HARMON, WAYNE E",H,IN,7.0,REP,CHALLENGER,636.0,212.0,0,0.0,424.0,621.0,15.0,636.0,IN-7.0,5.0,5.0,4.0
191,H0IN08114,"BUCSHON, LARRY D.",H,IN,8.0,REP,INCUMBENT,888332.0,531175.53,1,305268.86,344789.67,261964.0,19793.0,281757.0,IN-8.0,1.0,1.0,1.0
892,H6IN08228,"MOSS, RICHARD MARC",H,IN,8.0,REP,CHALLENGER,30255.0,56640.12,0,0.0,1614.88,22315.0,7940.0,30255.0,IN-8.0,2.0,2.0,2.0
483,H6IN08244,"DRAKE, RON",H,IN,8.0,DEM,CHALLENGER,2750.0,9261.0,0,0.0,1265.0,1050.0,700.0,950.0,IN-8.0,3.0,3.0,3.0
234,H6IN09176,"HOLLINGSWORTH, TREY",H,IN,9.0,REP,OPEN,332670.75,2980633.87,1,0.0,82114.69,87257.92,6890.53,94148.45,IN-9.0,1.0,4.0,5.0
1440,H2IN09167,"YODER, SHELLI",H,IN,9.0,DEM,OPEN,1209040.11,1137371.85,0,0.0,71568.26,717742.6,206266.91,924009.51,IN-9.0,2.0,1.0,1.0
1506,H6IN09143,"HOUCHIN, ERIN",H,IN,9.0,REP,OPEN,514043.05,501714.02,0,0.0,0.0,367523.97,34016.46,401540.43,IN-9.0,3.0,2.0,2.0
1608,H6IN09150,"WALTZ, DARRYL BRENT JR",H,IN,9.0,REP,OPEN,187478.49,283891.18,0,0.0,0.0,149425.0,2653.49,152078.49,IN-9.0,4.0,6.0,4.0
1620,H6IN09135,"ZOELLER, GREGORY FRANCIS MR.",H,IN,9.0,REP,OPEN,282385.58,275623.57,0,0.0,1510.24,265852.58,6133.0,271985.58,IN-9.0,5.0,5.0,3.0
1564,H6IN09168,"PFAFF, JAMES R",H,IN,9.0,REP,OPEN,28512.43,31514.68,0,0.0,0.0,17100.0,9257.43,26357.43,IN-9.0,6.0,3.0,6.0
1708,H6IN09200,"HALL, ROBERT",H,IN,9.0,REP,OPEN,8498.42,8498.42,0,0.0,0.0,5000.0,2611.0,7611.0,IN-9.0,7.0,7.0,7.0
564,H6KS01179,"MARSHALL, ROGER W",H,KS,1.0,REP,CHALLENGER,1176285.85,1367071.02,1,0.0,86214.83,640786.55,62551.75,703338.3,KS-1.0,1.0,2.0,1.0
1280,H6KS01146,"HUELSKAMP, TIMOTHY A REPRESENTA",H,KS,1.0,REP,INCUMBENT,903024.78,1315186.71,0,486348.91,85643.64,538474.0,209427.35,747901.35,KS-1.0,2.0,1.0,2.0
549,H4KS01059,"LAPOLICE, ALAN",H,KS,1.0,IND,CHALLENGER,98671.0,90631.09,0,3675.95,41715.86,87125.0,5969.0,93094.0,KS-1.0,3.0,3.0,3.0
224,H8KS02090,"JENKINS, LYNN",H,KS,2.0,REP,INCUMBENT,2074886.43,736385.25,1,308719.18,1578000.38,734156.2,35958.23,770114.43,KS-2.0,1.0,1.0,1.0
248,H0KS03137,"YODER, KEVIN",H,KS,3.0,REP,INCUMBENT,2566822.67,2588752.95,1,1260773.36,1270155.51,1194652.23,19298.37,1213950.6,KS-3.0,1.0,2.0,1.0
652,H6KS03241,"SIDIE, JAY",H,KS,3.0,DEM,CHALLENGER,406763.65,404767.6,0,0.0,51996.05,190630.57,166175.2,356805.77,KS-3.0,2.0,1.0,2.0
822,H6KS03233,"GOODE, GREGORY MICHAEL LTC(R) SR",H,KS,3.0,REP,CHALLENGER,56502.8,38367.52,0,0.0,12191.16,33704.55,7620.49,41325.26,KS-3.0,3.0,3.0,3.0
1016,H6KS03217,"MCLAUGHLIN, NATHANIEL WELTON JR",H,KS,3.0,DEM,CHALLENGER,2674.0,18090.0,0,0.0,49.0,0.0,0.0,570.0,KS-3.0,4.0,4.0,4.0
275,H0KS04051,"POMPEO, MICHAEL RICHARD",H,KS,4.0,REP,INCUMBENT,1395685.25,919642.67,1,1100497.64,1237245.09,518980.0,1407.5,520387.5,KS-4.0,1.0,3.0,1.0
499,H6KS04165,"GIROUX, DANIEL BERNARD",H,KS,4.0,DEM,CHALLENGER,246963.0,226872.68,0,0.0,-509.68,182000.0,37913.0,219913.0,KS-4.0,2.0,1.0,2.0
698,H6KS04173,"WALZ-ALLEN, MIRANDA",H,KS,4.0,IND,CHALLENGER,44088.86,75299.67,0,0.0,24907.45,40200.0,3888.86,44088.86,KS-4.0,3.0,2.0,3.0
75,H6KY01110,"COMER, JAMES",H,KY,1.0,REP,OPEN,964432.08,924138.41,1,0.0,138293.67,631230.91,27455.16,658686.07,KY-1.0,1.0,2.0,1.0
1556,H6KY01128,"PAPE, MICHAEL J",H,KY,1.0,REP,OPEN,420654.0,421593.22,0,0.0,32.0,389044.0,19310.0,408354.0,KY-1.0,2.0,3.0,2.0
1654,H6KY01102,"BATTS, JASON",H,KY,1.0,REP,OPEN,154069.19,176664.44,0,0.0,552.99,117388.04,27486.0,144874.04,KY-1.0,3.0,1.0,3.0
1378,H4KY01073,"GASKINS, SAMUEL LEWIS",H,KY,1.0,DEM,OPEN,13658.02,11734.33,0,260.0,117.16,9250.0,2808.02,12058.02,KY-1.0,4.0,4.0,4.0
1274,H8KY02031,"GUTHRIE, S. BRETT HON.",H,KY,2.0,REP,INCUMBENT,1649573.24,869972.19,1,1367518.36,1757291.45,221639.0,26691.24,248330.24,KY-2.0,1.0,1.0,1.0
90,H6KY03124,"YARMUTH, JOHN A MR",H,KY,3.0,DEM,INCUMBENT,619129.04,411951.13,1,489936.83,494730.04,188048.75,38514.23,226562.98,KY-3.0,1.0,1.0,1.0
737,H6KY03173,"BRATCHER, HAROLD",H,KY,3.0,REP,CHALLENGER,7525.0,4680.0,0,0.0,2944.0,6550.0,975.0,7525.0,KY-3.0,2.0,2.0,2.0
38,H2KY04121,"MASSIE, THOMAS H.",H,KY,4.0,REP,INCUMBENT,381058.46,247444.68,1,202274.26,325438.04,249511.01,35874.33,285385.34,KY-4.0,1.0,1.0,1.0
1300,H0KY05015,"ROGERS, HAROLD DALLAS",H,KY,5.0,REP,INCUMBENT,1194403.18,430447.3,1,1128970.92,1038287.72,349600.0,10804.18,360404.18,KY-5.0,1.0,1.0,1.0
1008,H6KY05137,"BURK, JOHN GUNTHER JR",H,KY,5.0,REP,CHALLENGER,1150.0,1150.0,0,0.0,0.0,0.0,150.0,150.0,KY-5.0,2.0,2.0,2.0
132,H0KY06104,"BARR, GARLAND ANDY",H,KY,6.0,REP,INCUMBENT,2301014.24,1801575.26,1,488765.33,781614.19,1168846.28,79044.06,1247890.34,KY-6.0,1.0,2.0,1.0
539,H6KY06127,"KEMPER, NANCY JO",H,KY,6.0,DEM,CHALLENGER,418412.41,359304.48,0,0.0,59107.93,269873.8,115071.6,384945.4,KY-6.0,2.0,1.0,2.0
975,H4KY06163,"YOUNG, GEOFFREY M",H,KY,6.0,DEM,CHALLENGER,2057.0,10774.0,0,0.0,2260.0,176.0,1877.0,2053.0,KY-6.0,3.0,3.0,3.0
1164,H4KY06148,"COBLENZ, MICHAEL",H,KY,6.0,DEM,CHALLENGER,500.0,500.0,0,0.0,0.0,0.0,0.0,0.0,KY-6.0,4.0,4.0,4.0
24,H0LA01087,"SCALISE, STEVE MR.",H,LA,1.0,REP,INCUMBENT,863953.07,2449513.59,1,482793.91,455004.9,421165.0,8938.21,430103.21,LA-1.0,1.0,1.0,1.0
799,H6LA01209,"FAUST, DANIL",H,LA,1.0,DEM,CHALLENGER,10.0,5066.05,0,2632.95,5275.9,0.0,10.0,10.0,LA-1.0,2.0,2.0,2.0
145,H8LA02054,"RICHMOND, CEDRIC L.",H,LA,2.0,DEM,INCUMBENT,1320239.61,622731.05,1,131994.13,701082.84,378363.84,5696.23,384060.07,LA-2.0,1.0,1.0,1.0
522,H6LA02215,"HOLDEN, MELVIN KIP",H,LA,2.0,DEM,CHALLENGER,21750.0,180.11,0,0.0,22069.89,21750.0,0.0,21750.0,LA-2.0,2.0,2.0,2.0
374,H6LA03130,"ANGELLE, SCOTT MR.",H,LA,3.0,REP,CHALLENGER,1092066.91,1001153.67,1,0.0,340913.24,944165.91,14216.0,958381.91,LA-3.0,1.0,3.0,1.0
1420,H6LA03122,"RANTZ, AUGUST J IV",H,LA,3.0,REP,OPEN,379140.98,621810.8,0,0.0,7335.18,325831.86,5688.0,331519.86,LA-3.0,2.0,6.0,3.0
1371,H6LA03098,"ELLISON, GREGORY W LT COL",H,LA,3.0,REP,OPEN,468933.87,418198.48,0,0.0,105485.39,442661.35,21172.39,463833.74,LA-3.0,3.0,2.0,2.0
518,H6LA03148,"HIGGINS, CAPTAIN CLAY",H,LA,3.0,REP,CHALLENGER,181621.27,170371.79,0,0.0,11249.48,99401.1,82220.17,181621.27,LA-3.0,4.0,1.0,6.0
1522,H6LA03080,"KNEZEK, ERICK",H,LA,3.0,REP,OPEN,118265.16,167549.42,0,0.0,11965.74,126346.16,3619.0,129965.16,LA-3.0,5.0,7.0,4.0
1380,H6LA03106,"GEYMANN, BRETT F",H,LA,3.0,REP,OPEN,132585.0,131097.46,0,0.0,1487.54,119345.0,11290.0,130635.0,LA-3.0,6.0,4.0,5.0
1421,H6LA03114,"REES, GROVER JOSEPH",H,LA,3.0,REP,OPEN,77425.0,57864.65,0,0.0,42924.67,53290.0,6470.0,59760.0,LA-3.0,7.0,5.0,7.0
629,H6LA03155,"RADER, LARRY",H,LA,3.0,DEM,CHALLENGER,10626.11,8395.85,0,0.0,6330.26,8616.11,2010.0,10626.11,LA-3.0,8.0,8.0,8.0
1384,H6LA04112,"GUILLORY, ELBERT",H,LA,4.0,REP,OPEN,823568.93,589272.92,0,0.0,234296.01,213461.17,593032.76,806493.93,LA-4.0,1.0,1.0,4.0
1346,H6LA04120,"BAUCUM, RALPH W DR III",H,LA,4.0,REP,OPEN,589363.18,575946.97,0,0.0,111136.77,573127.46,8885.72,582013.18,LA-4.0,2.0,4.0,1.0
1392,H6LA04146,"JENKINS, OLIVER LTCOL",H,LA,4.0,REP,OPEN,413589.6,483653.69,0,0.0,329935.91,399457.6,11331.0,410788.6,LA-4.0,3.0,3.0,3.0
376,H6LA04138,"JOHNSON, JAMES MICHAEL",H,LA,4.0,REP,OPEN,553329.98,443730.06,1,0.0,141099.92,486059.0,41707.7,527766.7,LA-4.0,4.0,2.0,2.0
1395,H6LA04153,"JONES JR, J MARSHALL",H,LA,4.0,DEM,OPEN,55482.0,257799.92,0,0.0,582.08,52017.0,3465.0,55482.0,LA-4.0,5.0,6.0,6.0
1393,H6LA04096,"JOHN, RICHARD MICHAEL MR.",H,LA,4.0,REP,OPEN,117643.16,108198.03,0,0.0,32745.26,105356.42,4131.0,109487.42,LA-4.0,6.0,5.0,5.0
103,H4LA05221,"ABRAHAM, RALPH LEE DR. JR.",H,LA,5.0,REP,INCUMBENT,552745.86,262567.99,1,39951.13,322026.32,258275.0,13925.0,272200.0,LA-5.0,1.0,1.0,1.0
1680,H4LA05080,"MAYO, JAMIE",H,LA,5.0,DEM,OPEN,9364.0,2435.27,0,1781.47,249.6,4300.0,415.0,4715.0,LA-5.0,2.0,2.0,2.0
108,H4LA06153,"GRAVES, GARRET",H,LA,6.0,REP,INCUMBENT,1787935.99,1099655.6,1,494737.47,1069932.86,942918.18,15400.23,958318.41,LA-6.0,1.0,1.0,1.0
1294,H8MA02041,"NEAL, RICHARD E MR.",H,MA,1.0,DEM,INCUMBENT,1636502.96,772184.34,1,2634607.48,3007915.45,364381.79,42470.0,406851.79,MA-1.0,1.0,1.0,1.0
654,H6MA01096,"SIMMONS, THOMAS T",H,MA,1.0,LIB,CHALLENGER,12270.0,16641.88,0,0.0,1208.12,7570.0,200.0,7770.0,MA-1.0,2.0,2.0,2.0
1289,H4MA03022,"MCGOVERN, JAMES P",H,MA,2.0,DEM,INCUMBENT,878465.25,542265.75,1,373647.36,455122.53,283928.53,140408.93,424337.46,MA-2.0,1.0,1.0,1.0
37,H8MA05143,"TSONGAS, NICOLA S",H,MA,3.0,DEM,INCUMBENT,1103038.83,825206.83,1,401337.73,492351.19,633028.07,111799.76,744827.83,MA-3.0,1.0,1.0,1.0
716,H4MA03097,"WOFFORD, ROSEANN",H,MA,3.0,REP,CHALLENGER,25003.49,19181.85,0,1056.22,21877.86,14744.25,5544.24,20288.49,MA-3.0,2.0,2.0,2.0
9,H2MA04073,"KENNEDY, JOSEPH P III",H,MA,4.0,DEM,INCUMBENT,2784362.26,1537844.39,1,1400008.58,2858165.71,1887969.18,50223.2,1938192.38,MA-4.0,1.0,1.0,1.0
637,H0MA09027,"ROSA, DAVID A",H,MA,4.0,REP,CHALLENGER,1613.47,12204.58,0,0.0,1573.29,600.0,513.47,1113.47,MA-4.0,2.0,2.0,2.0
1258,H4MA05084,"CLARK, KATHERINE",H,MA,5.0,DEM,INCUMBENT,1177497.53,585535.12,1,303661.38,958485.06,617839.58,49636.37,667475.95,MA-5.0,1.0,1.0,1.0
1292,H4MA06090,"MOULTON, SETH",H,MA,6.0,DEM,INCUMBENT,2444485.29,1124402.23,1,37298.93,1184250.7,1668370.72,134887.29,1803258.01,MA-6.0,1.0,1.0,1.0
1255,H8MA08071,"CAPUANO, MICHAEL E",H,MA,7.0,DEM,INCUMBENT,691634.11,341707.38,1,699890.42,779574.73,174775.0,23584.11,198359.11,MA-7.0,1.0,1.0,1.0
7,H2MA09072,"LYNCH, STEPHEN",H,MA,8.0,DEM,INCUMBENT,1092218.56,459790.68,1,406586.74,1010654.62,707366.1,59683.46,767049.56,MA-8.0,1.0,1.0,1.0
439,H6MA08299,"BURKE, WILLIAM F",H,MA,8.0,REP,CHALLENGER,45450.0,41401.27,0,1859.84,-4069.85,500.0,450.0,950.0,MA-8.0,2.0,2.0,2.0
97,H0MA10082,"KEATING, WILLIAM RICHARD",H,MA,9.0,DEM,INCUMBENT,1120854.4,377962.38,1,46536.77,769646.76,498864.85,78111.89,576976.74,MA-9.0,1.0,1.0,1.0
412,H4MA09052,"ALLIEGRO, MARK C",H,MA,9.0,REP,CHALLENGER,218695.8,205584.17,0,-547.49,54564.14,126336.55,67107.91,193444.46,MA-9.0,2.0,2.0,2.0
512,H6MA09180,"HARRINGTON, PAUL J.",H,MA,9.0,NNE,CHALLENGER,21138.0,27781.05,0,0.0,33356.95,13550.0,1240.0,14790.0,MA-9.0,3.0,5.0,3.0
898,H6MA09156,"O'MALLEY, THOMAS JOSEPH",H,MA,9.0,REP,CHALLENGER,15701.65,19362.98,0,50.0,1119.06,6925.6,8776.05,15701.65,MA-9.0,4.0,3.0,4.0
450,H6MA09164,"CATALDO, CHRISTOPHER DAVID",H,MA,9.0,NPA,CHALLENGER,7638.31,5590.66,0,0.0,2047.65,3064.35,2016.76,5081.11,MA-9.0,5.0,4.0,5.0
50,H8MD01094,"HARRIS, ANDREW P",H,MD,1.0,REP,INCUMBENT,1184269.96,500548.29,1,297598.73,820454.26,595583.02,148215.45,743798.47,MD-1.0,1.0,1.0,1.0
848,H6MD01221,"IRETON, JIM",H,MD,1.0,DEM,CHALLENGER,73867.56,49610.81,0,0.0,2299.79,25787.28,47080.28,72867.56,MD-1.0,2.0,2.0,2.0
935,H6MD01213,"SMIGIEL, SR., MICHAEL D. MR.",H,MD,1.0,REP,CHALLENGER,32096.53,32151.76,0,0.0,0.0,21512.47,9008.67,30521.14,MD-1.0,3.0,3.0,3.0
1120,H6MD01239,"JACKSON, SEAN M",H,MD,1.0,REP,CHALLENGER,4869.0,4721.0,0,0.0,148.0,2750.0,1821.0,4517.0,MD-1.0,4.0,4.0,4.0
244,H2MD02160,"RUPPERSBERGER, C.A. DUTCH",H,MD,2.0,DEM,INCUMBENT,996739.19,717385.62,1,1082895.55,1209582.15,416902.0,22937.19,439839.19,MD-2.0,1.0,2.0,1.0
572,H6MD02211,"MCDONOUGH, PATRICK L",H,MD,2.0,REP,CHALLENGER,198095.49,159114.02,0,0.0,37481.47,77737.82,116022.67,193760.49,MD-2.0,2.0,1.0,2.0
998,H6MD02203,"MORGAN, YURIPZY",H,MD,2.0,REP,CHALLENGER,7650.0,8007.91,0,0.0,0.0,5200.0,1945.0,7145.0,MD-2.0,3.0,3.0,3.0
163,H6MD03292,"SARBANES, JOHN P. MR.",H,MD,3.0,DEM,INCUMBENT,921950.52,533199.04,1,747939.17,1048868.65,923450.52,0.0,923450.52,MD-3.0,1.0,2.0,1.0
622,H6MD03441,"PLASTER, MARK LEROY MD",H,MD,3.0,REP,CHALLENGER,379961.6,340197.36,0,0.0,144764.24,250787.24,47766.52,298553.76,MD-3.0,2.0,1.0,2.0
72,H6MD04209,"BROWN, ANTHONY GREGORY",H,MD,4.0,DEM,OPEN,1154476.44,1057499.39,1,0.0,209731.91,718372.46,57925.38,776297.84,MD-4.0,1.0,3.0,2.0
1510,H2MD04232,"IVEY, GLENN FREDERICK",H,MD,4.0,DEM,OPEN,1014010.06,1011283.86,0,4712.1,1848.9,882143.84,106270.23,988414.07,MD-4.0,2.0,2.0,1.0
1704,H6MD04217,"PENA-MELNYK, JOSELINE A.",H,MD,4.0,DEM,OPEN,892494.44,890864.6,0,0.0,0.0,557672.43,203409.06,761081.49,MD-4.0,3.0,1.0,3.0
1646,H6MD04233,"DAVIS, DERECK EUGENE",H,MD,4.0,DEM,OPEN,363628.99,287875.02,0,0.0,0.0,393789.0,20030.9,413819.9,MD-4.0,4.0,6.0,4.0
1664,H4MD04113,"CHRISTOPHER, WARREN",H,MD,4.0,DEM,OPEN,194481.82,75817.81,0,0.0,118664.01,52146.69,22473.83,74620.52,MD-4.0,5.0,5.0,5.0
1603,H6MD04225,"TURNER, INGRID",H,MD,4.0,DEM,OPEN,97107.0,68941.63,0,0.0,0.0,47259.0,47123.0,94382.0,MD-4.0,6.0,4.0,6.0
1739,H6MD04266,"THORNTON, ALVIN",H,MD,4.0,DEM,OPEN,12624.0,15448.82,0,0.0,124.52,8400.0,4124.0,12524.0,MD-4.0,7.0,7.0,7.0
1768,H6MD04241,"RANSOM, LISA RENEE",H,MD,4.0,DEM,OPEN,10161.06,8429.32,0,0.0,0.0,4541.5,2094.99,6636.49,MD-4.0,8.0,8.0,8.0
1738,H6MD04258,"STRAIT, TERENCE MICHAEL MR JR",H,MD,4.0,DEM,OPEN,8495.11,5450.51,0,17.6,1382.71,0.0,862.73,862.73,MD-4.0,9.0,9.0,9.0
58,H2MD05155,"HOYER, STENY HAMILTON",H,MD,5.0,DEM,INCUMBENT,3281401.58,1481833.31,1,803035.64,837750.95,920411.63,32161.74,952573.37,MD-5.0,1.0,2.0,1.0
797,H6MD05206,"FADDIS, CHARLES",H,MD,5.0,REP,CHALLENGER,240100.21,260240.43,0,0.0,3459.78,79918.0,165032.21,244950.21,MD-5.0,2.0,1.0,2.0
416,H4MD05144,"ARNESS, MARK KENNETH",H,MD,5.0,REP,CHALLENGER,21819.79,41632.3,0,0.0,7087.49,3406.0,6195.0,9601.0,MD-5.0,3.0,3.0,3.0
1207,H6MD05198,"BECK, CHRISTOPHER T",H,MD,5.0,DEM,CHALLENGER,6125.88,2677.96,0,0.0,3447.92,2681.6,3444.28,6125.88,MD-5.0,4.0,4.0,4.0
268,H2MD06195,"DELANEY, JOHN K",H,MD,6.0,DEM,INCUMBENT,1600513.06,1340009.35,1,24504.22,249191.93,895131.0,8655.8,903786.8,MD-6.0,1.0,4.0,1.0
519,H6MD06212,"HOEBER, AMIE",H,MD,6.0,REP,CHALLENGER,568839.32,945139.36,0,0.0,74527.91,230005.8,41583.52,271589.32,MD-6.0,2.0,1.0,2.0
1043,H6MD06204,"HOWARD, FRANK",H,MD,6.0,REP,CHALLENGER,26562.96,76562.96,0,0.0,0.0,21944.82,4618.14,26562.96,MD-6.0,3.0,5.0,4.0
1074,H6MD06238,"VOGT, DAVID E III",H,MD,6.0,REP,CHALLENGER,60445.6,59095.14,0,0.0,750.46,49287.0,14058.6,63345.6,MD-6.0,4.0,3.0,3.0
802,H4MD08171,"FICKER, ROBIN K A",H,MD,6.0,REP,CHALLENGER,0.0,46524.78,0,0.0,158.44,0.0,0.0,0.0,MD-6.0,5.0,7.0,7.0
748,H6MD06220,"BAKER, TERRY",H,MD,6.0,REP,CHALLENGER,39831.5,39823.88,0,0.0,7.62,12414.0,16137.5,28551.5,MD-6.0,6.0,2.0,5.0
900,H4MD06209,"PAINTER, HAROLD WALTON JR",H,MD,6.0,REP,CHALLENGER,0.0,22075.0,0,0.0,0.0,0.0,0.0,0.0,MD-6.0,7.0,7.0,7.0
